GLIMMER (ver. 3.02; iterated)  predictions:
 orfID      start     end  frame  score
orf00862   793655   793918  +2    12.01
orf00863   794007   794567  +3     8.52
orf00864   794606   795736  +2    11.46
orf00865   795768   795998  +3    11.54
orf00866   796075   796389  +1     5.91
orf00867   796404   796700  +3    16.26
orf00868   796761   797240  +3    14.28
orf00869   797274   798038  +3     7.86
orf00870   798512   798072  -3     9.46
orf00871   799854   798658  -1     9.35
orf00872   800168   801166  +2     9.70
orf00873   802856   801201  -3    10.93
orf00874   803144   802977  -3     0.15
orf00875   804386   803187  -3     8.74
orf00876   804705   805793  +3    11.22
orf00877   805866   807806  +3     7.12
orf00878   807918   808238  +3    12.70
orf00879   808282   808545  +1     7.94
orf00880   808628   809938  +2    10.36
orf00881   809914   810192  +1     6.64
orf00882   810182   811267  +2     9.56
orf00883   812697   811537  -1    10.92
orf00886   814419   813268  -1     9.38
orf00887   815120   814446  -3    10.21
orf00888   816223   815117  -2    13.21
orf00890   816434   817168  +2     6.88
orf00891   817257   817958  +3     4.55
orf00892   817988   818122  +2     4.45
orf00893   818124   819128  +3     7.11
orf00896   820489   819173  -2     9.14
orf00897   821277   820708  -1     8.13
orf00898   821553   821290  -1     1.50
orf00899   821777   821562  -3     6.01
orf00900   821878   822231  +1     7.59
orf00901   822246   823025  +3     8.34
orf00902   823855   823043  -2     6.08
orf00903   824208   824489  +3     8.77
orf00904   824500   825105  +1    10.23
orf00905   825210   825578  +3     7.50
orf00906   825599   825943  +2     7.10
orf00908   826781   829240  +2    10.47
orf00909   829320   829523  +3     8.33
orf00910   829536   829706  +3     7.65
orf00912   831138   829735  -1     6.50
orf00913   831415   832542  +1    11.80
orf00914   832668   832982  +3     6.69
orf00915   833012   833875  +2    10.73
orf00916   834031   834915  +1    11.55
orf00918   834940   836304  +1    12.50
orf00919   836353   837417  +1     8.31
orf00920   837578   837982  +2    16.64
orf00921   838138   838539  +1    11.07
orf00922   838614   839024  +3    10.96
orf00924   840022   839060  -2     5.29
orf00925   840175   840669  +1    10.50
orf00926   840798   841253  +3     8.18
orf00927   841612   841956  +1     8.59
orf00928   841959   842273  +3     6.16
orf00929   842406   842981  +3    10.58
orf00930   843183   844394  +3    10.07
orf00931   844766   844428  -3     7.96
orf00932   844935   845474  +3     9.01
orf00933   845494   846042  +1    11.03
orf00934   847854   846115  -1     6.29
orf00935   847960   849216  +1     8.38
orf00936   849464   849261  -3     3.93
orf00938   850217   849702  -3     9.31
orf00939   852238   850241  -2     3.68
orf00940   853630   852431  -2     4.56
orf00942   855061   853691  -2     9.51
orf00943   855644   856474  +2     8.11
orf00944   856587   857678  +3     5.08
orf00945   859192   857753  -2    12.38
orf00946   859783   861543  +1    10.57
orf00947   861540   862790  +3     9.67
orf00948   862802   863542  +2    10.91
orf00949   863815   864612  +1    14.14
orf00951   864668   865297  +2    10.64
orf00952   865326   866060  +3    13.03
orf00953   866315   866112  -3    13.95
orf00954   866672   866917  +2     2.15
orf00955   868394   866934  -3     5.95
orf00957   869467   868415  -2     3.27
orf00958   869602   870738  +1     8.68
orf00960   870880   871236  +1    11.12
orf00961   871871   871275  -3     7.32
orf00964   872453   871893  -3     3.46
orf00966   872858   874546  +2    10.27
orf00968   874563   875321  +3    12.65
orf00969   875714   875358  -3     6.89
orf00970   876353   875736  -3     7.66
orf00971   876494   877366  +2    10.16
orf00972   877860   880760  +3    11.07
orf00973   881864   880818  -3     8.33
orf00974   882556   881861  -2     4.17
orf00975   882817   884304  +1    11.52
orf00976   884619   886175  +3     9.85
orf00977   886667   886203  -3     9.38
orf00978   886856   888334  +2     9.39
orf00979   888677   888931  +2     4.50
orf00980   889290   889661  +3    13.54
orf00981   890644   889763  -2    10.48
orf00982   893025   890659  -1     9.48
orf00983   893308   894828  +1     5.56
orf00984   894970   896073  +1     8.72
orf00985   896749   899193  +1    13.19
orf00987   899915   902503  +2    11.37
orf00988   903789   902599  -1     4.86
orf00989   905229   903814  -1     5.42
orf00990   905456   906913  +2     5.90
orf00991   906923   907954  +2     7.77
orf00993   909475   908096  -2     7.13
orf00994   909777   910565  +3    12.81
orf00995   910815   911120  +3    16.02
orf00996   911338   911159  -2     8.38
orf00997   911465   912514  +2    12.81
orf00998   912754   914343  +1    10.76
orf00999   914476   915429  +1     7.44
orf01000   915779   915633  -3     8.65
orf01001   916012   917007  +1     8.87
orf01003   917027   918004  +2     7.63
orf01004   918390   918620  +3     4.83
orf01006   919359   920030  +3     3.65
orf01007   920441   921091  +2     3.64
orf01008   921143   921304  +2     3.69
orf01009   921573   921403  -1     9.81
orf01010   922059   923645  +3    11.49
orf01012   923705   924655  +2     7.03
orf01013   924662   925513  +2     7.78
orf01014   925540   925980  +1    11.03
orf01015   926032   926532  +1    10.56
orf01016   926525   927496  +2     3.34
orf01017   928136   928765  +2     9.49
orf01018   928935   929507  +3     7.44
orf01019   929544   929663  +3     8.96
orf01020   929648   930064  +2     4.96
orf01021   930132   930590  +3     6.51
orf01022   932481   931159  -1     9.11
orf01023   932707   934296  +1     8.30
orf01024   934315   934992  +1     8.37
orf01025   934989   935966  +3     3.29
orf01026   936286   937395  +1     7.11
orf01027   937495   940026  +1     7.82
orf01028   940001   942445  +2     5.64
orf01029   942880   942764  -2     0.61
orf01030   942942   943127  +3     0.99
orf01031   943131   943382  +3     6.18
orf01032   943391   944134  +2     6.89
orf01033   944188   944514  +1     1.13
orf01034   944715   945575  +3     6.07
orf01035   945572   946858  +2     6.80
orf01036   946891   947058  +1    17.75
orf01037   947185   947601  +1    12.67
orf01039   947623   947967  +1    13.74
orf01040   949075   948302  -2     5.31
orf01042   949198   949965  +1     6.92
orf01043   950318   950473  +2     3.49
orf01044   951220   950645  -2     5.45
orf01046   951363   952823  +3     6.96
orf01047   953392   952865  -2     6.58
orf01048   953871   953389  -1     5.94
orf01049   954205   953864  -2     7.13
orf01050   954531   954406  -1    13.98
orf01051   954731   954997  +2    11.87
orf01052   956751   955345  -1     5.94
orf01053   957183   957767  +3     6.19
orf01055   957884   958438  +2     7.45
orf01056   960676   958793  -2     4.25
orf01057   961318   960734  -2     6.82
orf01058   961984   961718  -2     5.08
orf01059   962365   962721  +1    13.55
orf01060   962993   963451  +2     6.61
orf01061   963495   964028  +3     4.04
orf01062   964052   964423  +2     6.05
orf01063   964716   965369  +3     3.51
orf01064   965727   966365  +3     3.79
orf01065   967463   966465  -3     8.80
orf01067   967938   967483  -1     5.10
orf01068   968228   969979  +2    10.43
orf01071   970695   970033  -1     8.29
orf01072   970906   971412  +1     3.98
orf01073   971616   972005  +3     3.20
orf01074   972187   972068  -2     1.25
orf01075   972419   972300  -3     2.99
orf01076   973463   972630  -3     3.66
orf01077   973558   973752  +1     6.19
orf01078   974164   974292  +1     2.97
orf01079   974847   975971  +3     4.38
orf01080   976277   976122  -3     2.45
orf01081   976636   976917  +1     6.17
orf01083   977769   977554  -1     1.09
orf01086   979209   980942  +3     8.80
orf01087   981083   981397  +2     9.97
orf01088   981411   982022  +3     7.74
orf01089   983536   983075  -2     4.83
orf01090   983750   984139  +2     8.16
orf01091   984190   984390  +1    15.48
orf01092   984466   984717  +1    11.01
orf01093   985098   984898  -1     5.09
orf01094   985296   985634  +3     7.81
orf01095   985641   986123  +3     8.19
orf01096   986089   986862  +1     6.46
orf01097   986932   987372  +1    11.15
orf01098   987548   988690  +2     8.72
orf01099   989586   988729  -1     6.78
orf01100   992293   989603  -2     7.57
orf01101   992750   992499  -3     5.62
orf01102   992972   993109  +2    10.95
orf01103   993149   993679  +2    14.40
orf01104   993893   994021  +2    10.54
orf01105   994164   994475  +3    17.48
orf01106   994810   994956  +1     4.33
orf01107   995359   995054  -2     1.38
orf01108   996472   995477  -2     5.21
orf01109   996741   996601  -1    10.75
orf01110   996896   997258  +2     6.83
orf01111   997470   997285  -1    13.53
orf01112   997582   998880  +1    10.15
orf01113   998877   999476  +3    12.13
orf01114  1000115  1001245  +2     3.45
orf01115  1001413  1003716  +1    11.65
orf01117  1003758  1004702  +3    10.52
orf01118  1004879  1005454  +2     5.37
orf01119  1005512  1006723  +2     4.24
orf01120  1007140  1008084  +1     9.09
orf01121  1008128  1009105  +2    10.39
orf01122  1009329  1010441  +3     6.44
orf01123  1010438  1010569  +2    10.07
orf01124  1010797  1011672  +1     8.90
orf01125  1011813  1011953  +3    13.43
orf01126  1012127  1012978  +2     6.73
orf01127  1013338  1013787  +1     8.79
orf01128  1013885  1014445  +2     8.73
orf01129  1014674  1015495  +2    12.90
orf01130  1015509  1016999  +3    11.57
orf01131  1017133  1018815  +1    10.49
orf01132  1019177  1019013  -3     4.47
orf01133  1019625  1020035  +3     6.50
orf01135  1020290  1020823  +2     7.24
orf01136  1020828  1021235  +3     4.48
orf01137  1021243  1022493  +1     3.83
orf01138  1023036  1022551  -1     4.46
orf01139  1023321  1023686  +3     9.26
orf01141  1023848  1025239  +2     4.78
orf01142  1025262  1026710  +3     6.67
orf01143  1027442  1026879  -3     4.43
orf01144  1029860  1027530  -3     6.38
orf01145  1031101  1030238  -2    11.56
orf01146  1031390  1031539  +2     1.91
orf01147  1031840  1032175  +2     5.35
orf01148  1032738  1032181  -1     8.19
orf01150  1033399  1033037  -2    15.39
orf01151  1034011  1033577  -2     8.85
orf01152  1034571  1035314  +3    11.95
orf01153  1035307  1036518  +1     6.73
orf01154  1036532  1037239  +2     8.66
orf01155  1037423  1037280  -3    17.68
orf01157  1037579  1038160  +2     8.22
orf01158  1038163  1038330  +1    13.61
orf01159  1038410  1038886  +2     7.57
orf01160  1038912  1039223  +3     6.70
orf01161  1039198  1040331  +1     6.80
orf01162  1040436  1040870  +3     2.26
orf01163  1040880  1041146  +3     6.09
orf01164  1041856  1042227  +1     6.59
orf01167  1042919  1043743  +2    12.89
orf01168  1044452  1044093  -3     2.23
orf01169  1044730  1045533  +1     5.64
orf01170  1045836  1046132  +3     6.25
orf01171  1046206  1046682  +1    12.04
orf01172  1046732  1048093  +2     7.32
orf01174  1048749  1048246  -1     8.68
orf01175  1048877  1050994  +2     9.43
orf01176  1051249  1052220  +1    12.27
orf01177  1052235  1053170  +3    12.83
orf01178  1053190  1054611  +1     8.57
orf01179  1056003  1054651  -1     6.92
orf01180  1056244  1058610  +1    11.93
orf01181  1058762  1059115  +2     5.13
orf01183  1059951  1059112  -1     5.15
orf01184  1060181  1060579  +2     8.47
orf01185  1060729  1062483  +1     7.63
orf01186  1062697  1063269  +1    12.66
orf01187  1063481  1066093  +2    11.64
orf01188  1066237  1066452  +1     3.45
orf01189  1066489  1066794  +1     6.95
orf01190  1067174  1066821  -3     1.25
orf01191  1067308  1067811  +1     5.89
orf01192  1068049  1069026  +1     7.15
orf01194  1069230  1069102  -1     4.00
orf01195  1069410  1070144  +3     9.79
orf01196  1070154  1071143  +3    10.36
orf01197  1071398  1071826  +2     6.25
orf01198  1071988  1073520  +1     9.28
orf01199  1073633  1073884  +2     4.57
orf01201  1073974  1075008  +1    11.70
orf01202  1075334  1082008  +2     7.67
orf01203  1082016  1082495  +3     3.57
orf01204  1082524  1082877  +1     5.46
orf01206  1082933  1083685  +2     6.26
orf01207  1083678  1083923  +3     5.58
orf01208  1083998  1084132  +2     4.23
orf01209  1084459  1084617  +1     4.61
orf01212  1084823  1085314  +2     8.45
orf01214  1085775  1085933  +3     0.18
orf01215  1085943  1086101  +3     4.52
orf01216  1086345  1086151  -1     6.67
orf01217  1086417  1086683  +3     7.18
orf01218  1086830  1087066  +2     1.82
orf01219  1087073  1087936  +2     9.74
orf01220  1088152  1089129  +1     7.75
orf01221  1090287  1089169  -1     6.42
orf01222  1090778  1090293  -3     5.95
orf01223  1090916  1091818  +2     9.43
orf01224  1091878  1092243  +1    10.11
orf01225  1092426  1092587  +3     1.44
orf01226  1094707  1092965  -2     6.98
orf01227  1095421  1094717  -2     7.81
orf01228  1095563  1096411  +2     5.01
orf01229  1096426  1096758  +1     4.03
orf01230  1096898  1097089  +2     4.89
orf01231  1097101  1097289  +1     4.05
orf01232  1097424  1098692  +3     7.17
orf01233  1098829  1100556  +1     8.72
orf01234  1100769  1101677  +3     6.66
orf01235  1101755  1102426  +2    10.04
orf01236  1102747  1102619  -2     1.52
orf01237  1102838  1103497  +2    10.91
orf01238  1103837  1104493  +2    13.67
orf01239  1104677  1106266  +2     8.65
orf01240  1106290  1107567  +1    12.53
orf01241  1108529  1107741  -3     5.92
orf01242  1108881  1109084  +3     6.57
orf01243  1109186  1109461  +2     8.34
orf01244  1109672  1109487  -3     8.95
orf01245  1109954  1110535  +2     5.43
orf01246  1110809  1111402  +2     9.54
orf01247  1111459  1112022  +1     9.31
orf01249  1112139  1115654  +3     9.44
orf01251  1115651  1119376  +2    10.48
orf01252  1119389  1119676  +2     6.69
orf01253  1119929  1119714  -3     7.75
orf01254  1120358  1119972  -3     6.09
orf01255  1120568  1120374  -3     6.62
orf01256  1121189  1120575  -3     8.25
orf01257  1121462  1121256  -3     4.36
orf01258  1121698  1121477  -2     3.29
orf01259  1121938  1121795  -2     0.92
orf01262  1122212  1123120  +2    10.04
orf01263  1123440  1123156  -1     2.43
orf01264  1124736  1123546  -1    13.02
